"Release_Date","Title","Popularity","Vote_Count","Vote_Average","Original_Language","Genre"
"2018-01-11","The Commuter",34.861,"3700","6.3","en","Action, Thriller, Mystery"
"2011-10-24","The Adventures of Tintin",34.861,"4487","6.9","en","Adventure, Animation, Mystery"
"1995-11-16","GoldenEye",34.854,"3043","6.9","en","Adventure, Action, Thriller"
"2010-07-30","Charlie St. Cloud",34.851,"1911","7.0","en","Romance, Drama"
"1995-07-19","Clueless",34.832,"3399","7.3","en","Comedy, Romance"
"2002-06-14","The Bourne Identity",34.825,"7619","7.4","en","Action, Drama, Mystery, Thriller"
"1971-08-26","Die goldene Banane von Bad Porno",34.805,"6","5.2","de","Comedy"
"2006-10-22","Flushed Away",34.787,"3027","6.2","en","Adventure, Animation, Comedy, Family"
"2014-11-26","Horrible Bosses 2",34.781,"3518","6.2","en","Comedy"
"2009-11-06","The Fourth Kind",34.767,"1266","6.2","en","Mystery, Science Fiction, Thriller"
"2021-07-23","The Last Letter From Your Lover",34.762,"387","7.5","en","Drama, Romance"
"2020-03-11","The Hunt",34.746,"2203","6.6","en","Action, Thriller, Horror"
"2021-07-23","The Cover",34.737,"34","6.7","es","Comedy, Romance, Music"
"2005-09-16","Scars",34.736,"74","7.2","es","Drama"
"1994-11-11","Interview with the Vampire",34.735,"4554","7.4","en","Horror, Drama, Fantasy"
"2012-03-09","The Raven",34.724,"1054","6.3","en","Crime, Thriller, Mystery"
"2019-03-31","Batman vs. Teenage Mutant Ninja Turtles",34.719,"331","7.2","en","Animation, Action, Family"
"2015-09-11","90 Minutes in Heaven",34.713,"118","6.1","en","Drama"
"2022-01-11","Run and Gun",34.7,"2","6.3","en","Action, Thriller"
"2002-02-05","The Hunchback of Notre Dame II",34.696,"636","5.3","en","Animation, Family, Comedy"
"2004-07-10","A Cinderella Story",34.681,"2685","6.5","en","Comedy"
"1991-04-10","Hook",34.671,"4359","6.8","en","Adventure, Fantasy, Comedy, Family"
"2009-08-28","Wizards of Waverly Place: The Movie",34.649,"1228","6.6","en","Family, TV Movie, Adventure, Comedy, Drama, Fantasy"
"1957-04-10","12 Angry Men",34.638,"6227","8.5","en","Drama"
"2008-12-11","Inkheart",34.637,"1761","6.3","en","Adventure, Family, Fantasy"
"2022-03-08","The Girl on the Mountain",34.635,"1","6.0","en","Thriller, Drama"
"2008-09-12","Eden Lake",34.631,"1285","6.8","en","Horror, Thriller"
"2009-07-28","Green Lantern: First Flight",34.629,"324","7.0","en","Action, Adventure, Animation, Fantasy, Science Fiction"
"2013-02-07","Identity Thief",34.624,"2891","5.8","en","Comedy, Crime"
"1990-07-12","Ghost",34.603,"4498","7.2","en","Fantasy, Drama, Thriller, Mystery, Romance"
"2020-09-10","Run Hide Fight",34.598,"218","6.6","en","Action, Crime, Thriller"
"2007-04-26","28 Weeks Later",34.59,"3332","6.6","en","Horror, Thriller, Science Fiction"
"2006-10-19","The Prestige",34.577,"12790","8.2","en","Drama, Mystery, Science Fiction"
"2018-03-22","Midnight Sun",34.57,"2932","7.8","en","Romance, Drama"
"2000-06-09","Gone in Sixty Seconds",34.548,"3487","6.4","en","Action, Crime, Thriller"
"2016-11-10","Fallen",34.546,"1422","6.1","en","Drama, Fantasy, Romance"
"2017-12-01","The Shape of Water",34.544,"10469","7.2","en","Drama, Fantasy, Romance"
"2008-02-11","Ben 10: Race Against Time",34.523,"234","5.8","en","Action, Family, Science Fiction"
"2017-11-09","Daddy's Home 2",34.515,"2028","6.3","en","Comedy"
"2014-05-22","The Babadook",34.512,"5009","6.5","en","Drama, Horror"
"2001-11-02","The One",34.499,"1209","6.1","en","Action, Science Fiction, Thriller"
"2018-11-29","The Possession of Hannah Grace",34.485,"1026","5.6","en","Horror, Drama"
"2015-04-16","The Age of Adaline",34.462,"5406","7.5","en","Romance, Fantasy, Drama"
"2020-09-01","The Haunting of Margam Castle",34.46,"38","5.8","en","Horror"
"1965-12-11","Thunderball",34.453,"1673","6.6","en","Adventure, Action, Thriller"
"2017-08-03","Wind River",34.439,"4056","7.4","en","Crime, Drama, Mystery, Thriller"
"2019-04-12","The Perfect Date",34.435,"2882","6.5","en","Romance, Comedy"
"1986-03-07","Highlander",34.431,"1960","6.9","en","Adventure, Action, Fantasy"
"1994-12-16","Dumb and Dumber",34.424,"4949","6.6","en","Comedy"
"2017-04-27","Bāhubali 2: The Conclusion",34.414,"509","7.3","te","Action, Adventure, Drama, Fantasy"
"1987-08-21","Dirty Dancing",34.404,"5024","7.4","en","Drama, Music, Romance"
"2020-04-24","Be Careful What You Wish For",34.403,"94","6.6","es","Horror"
"2020-10-09","Dogwashers",34.402,"30","6.5","es","Comedy, Drama, Crime"
"2019-06-19","Anna",34.398,"2039","6.7","fr","Thriller, Action"
"2017-10-27","Mazinger Z: Infinity",34.382,"242","6.7","ja","Action, Science Fiction, Animation"
"2011-09-13","Never Back Down 2: The Beatdown",34.359,"515","6.4","en","Drama, Action"
"2014-12-19","Annie",34.353,"1105","6.2","en","Comedy, Drama, Family"
"2017-05-18","Everything, Everything",34.347,"3409","7.3","en","Drama, Romance"
"2016-05-04","Neighbors 2: Sorority Rising",34.335,"3829","5.8","en","Comedy"
"1988-03-12","Saint Seiya: The Heated Battle of the Gods",34.329,"120","7.5","ja","Action, Animation, Fantasy"
"2018-08-10","Slender Man",34.322,"1596","4.4","en","Horror, Mystery, Thriller"
"2017-05-12","The Wall",34.31,"681","6.3","en","War, Thriller, Drama"
"2021-05-07","Mainstream",34.308,"83","6.4","en","Comedy, Drama"
"2016-05-13","Last Days in the Desert",34.304,"126","5.6","en","Adventure, Drama, History"
"2017-09-29","A Question of Faith",34.27,"67","7.5","en","Drama"
"2018-10-12","Look Away",34.269,"630","6.6","en","Horror, Thriller, Fantasy"
"2018-12-13","Mary Poppins Returns",34.261,"2809","6.5","en","Fantasy, Family, Comedy"
"2015-11-05","The Escort",34.238,"329","6.0","en","Drama, Comedy, Romance"
"2015-09-12","Hardcore Henry",34.23,"1881","6.3","en","Action, Adventure, Science Fiction"
"1991-08-23","Showdown in Little Tokyo",34.22,"333","6.3","en","Action"
"2013-04-27","Welcome to the Jungle",34.203,"329","5.1","en","Comedy"
"2016-10-14","Max Steel",34.183,"615","5.6","en","Action, Adventure, Science Fiction"
"1993-09-23","Dragon Ball Z Side Story: Plan to Eradicate the Saiyans",34.174,"29","6.3","ja","Action, Adventure, Animation"
"1993-06-18","Last Action Hero",34.167,"2014","6.4","en","Adventure, Fantasy, Action, Comedy, Family"
"1967-06-13","You Only Live Twice",34.166,"1577","6.5","en","Action, Thriller, Adventure"
"2021-02-25","Locked Down",34.146,"152","5.4","en","Comedy, Crime, Drama"
"2015-11-06","Cosmic Scrat-tastrophe",34.14,"96","6.7","en","Science Fiction, Comedy, Animation, Family, Adventure"
"2001-08-11","X-Men: The Mutant Watch",34.133,"166","7.2","en","Documentary"
"2002-07-19","The Cat Returns",34.12,"1400","7.2","ja","Adventure, Fantasy, Animation, Drama, Family"
"2003-07-11","The League of Extraordinary Gentlemen",34.116,"3279","5.9","en","Fantasy, Action, Thriller, Science Fiction"
"2020-12-04","Nomadland",34.111,"2110","7.3","en","Drama"
"2010-11-11","Dragon Ball: Plan to Eradicate the Super Saiyans",34.103,"234","7.1","ja","Action, Animation, Adventure"
"2009-02-07","Gifted Hands: The Ben Carson Story",34.095,"391","7.8","en","Drama"
"2002-04-18","The Scorpion King",34.09,"2529","5.6","en","Action, Adventure, Fantasy"
"2013-01-29","Madly Madagascar",34.089,"167","6.5","en","Animation, Comedy, Family"
"2019-08-23","Burn",34.077,"168","6.1","en","Thriller"
"2004-07-22","Catwoman",34.053,"2712","4.6","en","Action, Fantasy, Mystery, Crime"
"2008-05-21","Indiana Jones and the Kingdom of the Crystal Skull",34.048,"6590","6.0","en","Adventure, Action"
"2007-05-20","The Orphanage",34.036,"2290","7.2","es","Horror, Drama, Thriller"
"2016-07-08","Big Fish & Begonia",34.03,"330","7.5","zh","Animation, Adventure, Fantasy"
"2003-12-12","Love Don't Co$t a Thing",34.03,"283","7.0","en","Comedy, Drama, Family, Romance"
"2015-08-13","The Man from U.N.C.L.E.",34.027,"5194","7.1","en","Comedy, Action, Adventure"
"1989-11-22","Back to the Future Part II",34.024,"10443","7.7","en","Adventure, Comedy, Family, Science Fiction"
"2004-07-23","The Bourne Supremacy",34.022,"6180","7.3","en","Action, Drama, Thriller"
"2017-06-16","Kidnap",34.02,"1094","6.2","en","Drama, Thriller"
"2002-08-09","xXx",33.986,"3427","5.9","en","Action, Adventure, Thriller"
"2020-12-15","Heks",33.979,"26","6.3","en","Horror, Drama"
"1968-12-21","Once Upon a Time in the West",33.976,"3296","8.3","it","Drama, Western"
"2019-05-09","Brightburn",33.946,"2336","6.1","en","Horror, Thriller, Science Fiction"
"2001-09-01","Cowboy Bebop: The Movie",33.886,"591","7.7","ja","Action, Animation, Science Fiction"
"2022-07-27","DC League of Super-Pets",33.885,"0","0.0","en","Action, Animation, Comedy, Family"
"1963-06-12","Cleopatra",33.812,"507","7.1","en","Drama, History, Romance"
"2017-02-15","A Cure for Wellness",33.811,"3191","6.3","en","Horror, Mystery, Science Fiction, Thriller"
"2015-12-18","Mojin: The Lost Legend",33.807,"165","6.2","zh","Action, Adventure, Fantasy"
"2021-12-16","South Park: Post COVID: The Return of COVID",33.801,"145","7.5","en","Animation, Comedy, TV Movie"
"2020-10-25","Originless",33.794,"45","5.6","es","Thriller, Horror"
"2017-10-26","Monster Family",33.773,"255","5.9","en","Animation, Family, Fantasy, Comedy"
"2021-04-21","Don't Kill Me",33.75,"65","4.0","it","Horror, Romance, Drama"
"2018-10-01","Reaching Distance",33.75,"4","5.9","en","Drama, Mystery, Thriller"
"2006-02-17","Date Movie",33.738,"756","4.2","en","Comedy, Romance"
"2020-01-23","The Last Full Measure",33.712,"324","7.6","en","War, Drama"
"1992-07-04","Police Story 3: Super Cop",33.677,"327","6.7","cn","Action, Crime, Thriller"
"2019-12-19","Pinocchio",33.674,"1234","6.6","it","Fantasy, Adventure, Drama"
"2018-02-16","Z-O-M-B-I-E-S",33.668,"493","7.4","en","Comedy, Romance, TV Movie, Fantasy, Music"
"2021-07-23","Kingdom: Ashin of the North",33.645,"355","7.6","ko","Drama, Fantasy, Thriller"
"2013-12-18","The Secret Life of Walter Mitty",33.637,"6422","7.1","en","Adventure, Comedy, Drama, Fantasy"
"1986-06-18","The Karate Kid Part II",33.631,"1642","6.2","en","Adventure, Drama, Action, Romance, Family"
"2016-04-23","I've Always Liked You",33.625,"117","7.6","ja","Animation, Drama, Romance"
"2016-11-23","Moana",33.62,"10263","7.6","en","Adventure, Comedy, Family, Animation"
"2021-12-02","Last Looks",33.582,"114","6.3","en","Action, Crime, Thriller, Mystery"
"2013-10-09","Escape Plan",33.581,"4233","6.7","en","Action, Thriller"
"2019-09-28","Marriage Story",33.58,"5551","7.8","en","Drama"
"2012-09-20","The Perks of Being a Wallflower",33.579,"8787","7.8","en","Drama"
"2004-03-06","One Piece: Curse of the Sacred Sword",33.579,"141","7.0","ja","Animation, Adventure, Action"
"2016-02-04","Pride and Prejudice and Zombies",33.574,"1840","6.1","en","Romance, Horror, Comedy, Thriller"
"2016-09-03","Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari",33.568,"8","6.8","ja","Animation"
"2013-04-10","Oblivion",33.561,"9117","6.6","en","Action, Science Fiction, Adventure, Mystery"
"2013-04-13","HK: Forbidden Super Hero",33.554,"128","6.3","ja","Action, Comedy"
"2019-01-01","Nothing to Lose - Part 2",33.551,"14","5.3","pt","Drama"
"2009-03-20","I Love You, Man",33.547,"1298","6.5","en","Comedy, Romance"
"2020-06-24","Bulbbul",33.546,"76","6.7","hi","Horror, Fantasy"
"2021-09-15","Schumacher",33.536,"245","7.4","en","Documentary"
"2018-10-23","The Scorpion King: Book of Souls",33.532,"198","5.9","en","Action, Adventure, Fantasy"
"2016-11-12","Museum",33.529,"54","6.6","ja","Drama, Thriller"
"2010-12-03","Black Swan",33.502,"12075","7.6","en","Drama, Thriller, Horror"
"2008-08-05","Star Wars: The Clone Wars",33.496,"1532","6.1","en","Animation, Action, Science Fiction, Adventure"
"2005-06-13","Tarzan II",33.487,"912","6.1","en","Adventure, Animation, Family"
"2013-12-05","Love Lesson",33.464,"17","6.2","ko","Romance, Drama, Comedy"
"2014-08-05","Mercenaries",33.458,"98","5.4","en","Action"
"2020-10-23","All My Life",33.455,"323","8.1","en","Romance, Drama"
"2020-09-11","The Devil All the Time",33.448,"2437","7.3","en","Crime, Drama, Thriller"
"2018-08-23","A-X-L",33.44,"988","6.3","en","Science Fiction, Action, Adventure, Family"
"2012-02-05","The Vow",33.428,"3438","7.2","en","Drama, Romance"
"1988-06-29","Coming to America",33.425,"3429","6.8","en","Comedy, Romance"
"1982-04-02","Conan the Barbarian",33.416,"1867","6.8","en","Adventure, Fantasy, Action"
"2016-10-13","The Accountant",33.41,"4943","7.0","en","Crime, Thriller, Drama"
"2012-05-21","After Porn Ends",33.4,"202","5.7","en","Documentary"
"1997-09-26","The Peacemaker",33.398,"738","6.0","en","Action, Thriller"
"2011-07-08","Horrible Bosses",33.387,"5357","6.6","en","Comedy, Crime"
"2018-11-25","Mowgli: Legend of the Jungle",33.384,"2158","6.5","en","Adventure, Drama"
"2000-11-22","Unbreakable",33.379,"7663","7.1","en","Thriller, Drama, Mystery"
"2014-11-26","The Theory of Everything",33.374,"9182","7.9","en","Drama, Romance"
"2014-09-27","My Little Pony: Equestria Girls - Rainbow Rocks",33.356,"118","8.0","en","Family, Animation, Music"
"2001-02-18","Lady and the Tramp II: Scamp's Adventure",33.332,"1038","6.4","en","Family, Animation, Romance, Adventure"
"2006-02-10","Curious George",33.321,"400","6.3","en","Adventure, Animation, Comedy, Family"
"2012-03-07","A Thousand Words",33.3,"1096","6.1","en","Drama, Comedy"
"2004-11-30","Spider-Man 2: Making the Amazing",33.298,"49","7.0","en","Action, Adventure, Science Fiction, Documentary"
"2019-10-02","Crazy Romance",33.288,"23","7.2","ko","Romance, Comedy"
"2017-06-19","You Get Me",33.287,"1550","5.6","en","Thriller, Romance, Drama"
"2013-04-03","App",33.287,"57","5.1","nl","Thriller"
"2016-01-01","Sherlock: The Abominable Bride",33.283,"1974","7.9","en","Crime, Drama, Mystery, TV Movie"
"2013-10-22","Jackass Presents: Bad Grandpa",33.278,"1287","6.1","en","Comedy"
"2017-05-20","Blame!",33.277,"221","6.4","ja","Action, Drama, Science Fiction, Animation"
"2008-02-26","Justice League: The New Frontier",33.276,"394","6.9","en","Action, Adventure, Animation, Science Fiction, Family"
"1963-06-19","Jason and the Argonauts",33.274,"430","7.1","en","Adventure, Family, Fantasy"
"2010-08-31","The American",33.251,"1060","5.9","en","Crime, Drama, Thriller"
"2009-09-15","[REC]²",33.231,"1532","6.6","es","Thriller, Horror"
"2015-07-16","Monster Hunt",33.2,"255","6.4","zh","Comedy, Fantasy, Adventure"
"2008-08-28","College",33.2,"117","4.6","en","Comedy"
"2010-09-14","Scooby-Doo! Camp Scare",33.191,"203","8.0","en","Animation, Comedy, Family, Mystery"
"2018-03-14","Ghostland",33.187,"1816","7.4","en","Horror, Mystery, Thriller"
"2008-11-07","Private Valentine: Blonde & Dangerous",33.172,"212","6.2","en","Comedy"
"2021-07-15","A Perfect Fit",33.171,"53","7.3","id","Romance, Comedy, Drama"
"2013-08-08","Lovelace",33.164,"544","6.0","en","Drama"
"2014-12-13","Blue Spring Ride",33.159,"47","6.7","ja","Romance, Drama"
"1962-06-21","Lolita",33.159,"1539","7.4","en","Crime, Drama, Romance"
"2012-03-31","Blood Money",33.145,"7","6.1","hi","Drama, Action, Thriller"
"2011-03-05","Doraemon: Nobita and the New Steel Troops: ~Winged Angels~",33.129,"34","7.8","ja","Animation, Adventure, Family"
"2015-08-31","Curve",33.127,"310","5.8","en","Horror, Thriller"
"2021-03-12","Sweat",33.117,"28","6.8","pl","Drama, Thriller"
"2011-03-02","One Day",33.113,"3436","7.4","en","Drama, Romance"
"2010-02-02","Planet Hulk",33.102,"362","7.0","en","Science Fiction, Animation, Action"
"2011-12-08","New Year's Eve",33.077,"1836","5.9","en","Comedy, Romance"
"2018-01-26","Forever My Girl",33.071,"949","7.6","en","Romance, Drama, Music"
"2017-12-01","Three Billboards Outside Ebbing, Missouri",33.064,"8367","8.1","en","Crime, Drama"
"2016-09-30","Operation Mekong",33.061,"172","7.0","zh","Action, Adventure, Crime, War"
"2013-08-07","Teen Beach Movie",33.054,"758","6.9","en","Family, Music, TV Movie, Comedy"
"2015-09-04","Huevos: Little Rooster's Egg-Cellent Adventure",33.03,"177","7.0","es","Animation, Family"
"2010-01-10","The Simpsons 20th Anniversary Special - In 3D! On Ice!",33.005,"15","6.7","en","Documentary"
"1991-03-29","Career Opportunities",33.002,"382","6.7","en","Romance, Comedy, Drama"
"2013-08-07","We're the Millers",32.999,"7389","6.8","en","Comedy, Crime"
"1998-07-10","Lethal Weapon 4",32.998,"2041","6.6","en","Action, Adventure, Comedy, Crime, Thriller"
"1994-07-18","The Next Karate Kid",32.976,"766","5.3","en","Action, Drama, Family, Adventure"
"2021-07-02","Till Death",32.974,"340","6.6","en","Horror, Thriller"
"2014-10-18","Big Driver",32.971,"160","5.7","en","Crime, Mystery, Thriller"
"2013-09-08","The Green Inferno",32.942,"1078","5.6","en","Action, Horror, Thriller"
"1960-10-13","Spartacus",32.934,"1623","7.6","en","History, War, Drama, Adventure"
"2017-03-04","Doraemon: Nobita's Great Adventure in the Antarctic Kachi Kochi",32.932,"38","7.5","ja","Animation, Adventure, Fantasy, Family"
"2000-01-28","Cheeky",32.898,"166","5.5","it","Comedy, Drama, Romance"
"2012-03-03","Doraemon: Nobita and the Island of Miracles ~Animal Adventure~",32.879,"41","6.9","ja","Family, Animation, Adventure"
"2003-05-30","The Italian Job",32.873,"4475","6.7","en","Action, Crime"
"2017-08-18","American Made",32.858,"3546","6.8","en","Action, Crime, Comedy"
"2021-07-05","Shark Beach With Chris Hemsworth",32.856,"4","6.4","en","Documentary"
"2017-12-20","Pitch Perfect 3",32.856,"2866","6.6","en","Comedy, Music"
"2017-10-19","The Last Warrior",32.842,"112","7.1","ru","Fantasy, Family, Adventure, Action, Comedy"
"2010-02-09","Dante's Inferno: An Animated Epic",32.839,"381","6.9","en","Action, Adventure, Animation, Horror"
"2011-10-12","The Thing",32.835,"2251","6.2","en","Horror, Science Fiction, Mystery, Thriller"
"2021-07-25","The Father Who Moves Mountains",32.833,"59","6.0","ro","Drama, Thriller"
"2017-10-05","My Little Pony: The Movie",32.807,"294","7.2","en","Family, Animation, Music, Adventure, Fantasy"
"1994-05-11","The Crow",32.807,"3027","7.5","en","Fantasy, Action, Thriller"
"2014-11-13","Clown",32.806,"1070","5.6","en","Horror"
"1998-10-02","Antz",32.801,"3729","6.1","en","Adventure, Animation, Comedy, Family"
"1999-08-06","The Sixth Sense",32.799,"9349","7.9","en","Mystery, Thriller, Drama"
"2020-06-18","You Should Have Left",32.761,"446","5.9","en","Horror"
"2000-06-28","The Patriot",32.757,"3075","7.1","en","Drama, History, War, Action"
"2018-08-01","Along with the Gods: The Last 49 Days",32.751,"291","8.3","ko","Drama, Fantasy, Action"
"2016-07-27","Operation Chromite",32.738,"149","5.9","ko","History, Drama, War, Action"
"2005-07-29","Sky High",32.725,"1884","6.2","en","Adventure, Comedy, Family"
"2019-03-14","Us",32.723,"5640","7.0","en","Horror, Thriller, Mystery"
"2015-12-25","The Hateful Eight",32.716,"11871","7.7","en","Drama, Mystery, Western"
"2017-11-24","Singularity",32.711,"158","3.6","en","Science Fiction"
"2016-11-29","La La Land",32.683,"14081","7.9","en","Comedy, Drama, Romance, Music"
